text,sentiment
"om AA kemana ? lepas #AHY kalah kok dia tutup mulut tidak koar"" mau bongkar SBY",negative
Hmmm gw geli sama nangis nya...,Negative
"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",positive
Keren banget ya vvup baru predebut udah ke kcon,Positive
Kualitas build-nya terasa murahan dan gampang rusak.,negatif
Mudah-mudahan tidak terjadi hal-hal yang tidak diinginkan,negatif
Semua adalah Warga Jakarta Jadi Payungi Semua Sapa Semua Program #AniesSandi untuk Semua https://www.instagram.com,positive
Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,positive
"Helloww~ Ini apk bagus banget buat aku, apk ini juga bisa ngedit foto"" atau ga bisa pake filter"" gitu.., tapi maaf, kok akhir""ini aku pake apk ini kaya nge bug gitu yah!?, setiap mau foto pakai filter, filter nya selalu ga muncul+kalo di pencet foto juga engga bisa. Ini aku udh uninstall terus instal lagi tetep sama.. Kenapa ya!??, mungkin jika bisa di perbaiki tolong di perbaiki ya.. Makasi 💐",Negative
1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI,positive
Baru tau Bu Carik @luviku tidak coblos #AHY kemarin. Piss,negative
"Build quality-nya solid dan premium, terasa mahal di tangan.",positif
"Aplikasi nya baagusss , cuman atau kadang kadang di aku error pas di liat sih upgrade eh tapi sama aja tapi kalo udah di uninstall terus download lagi kaya semula tapi ttp bagus ko aplikasinya saya sangat suka aplikasi ini tapi kelanjutannya perbaiki lagi ya snow tapi aku kasih bintang 5 karena bagus udah yaaa seeuuuuuuuuuuuuuuuuuuuu",Negative
Film-film tersebut juga cocok lho ditonton bareng anak Anda. Yuk mulai nonton lagi film berkualitas dari Indonesia #BTInd,positive
<PROVIDER_NAME> <PROVIDER_NAME> apakah setelah mendapat banyak customer sekarang 4G di Sembungan Bangunjiwo Jogja jadi gak stabil?,negative
Kok baru empat ratusan yg nonton sih 😢🥺padahal bagus bnget loh,Positive
"Jika nanti punya pemimpin yang ingkar, jangan heran, karena pada tuhan pun manusia itu seringkali ingkar!! #pilkadadki2017",negative
Pengalaman berbelanjanya sangat mengecewakan dari awal sampai akhir.,negatif
"Para pendukung yang menang pada stres ni ya melihat Kembang ke AhokDjarot, Hati Rakyat tidak bisa dibohongi MENANGLAH KARENA MENANG.",negative
"BIADAB !!! Kelakuan Kelompok Pendukung #AniesSandi Melebihi ""PENJAJAH"" & Terbukti Melampaui Kemampuan IBLIS #GueCintaNKRI #MasjidUntukSemua",negative
"Wajah politik santun penuh kata mAnies bertabur wacana, dusta dan Sandiwara... #OKEOCE #salambersama #tetapahok #gue2",negative
"Bersama Mas Sugeng, pelaku UMKM Gultik. Saya undang ke posko pemenangan. Semoga usaha tambah sukses dan semakin OK-OCE! #AniesSandi #OKOCE",positive
malu malu in nama nikita anjg loly ga berkelas bgt,Negative
"aku kasih bintang 2 dulu karna muka ku emang cocok pake filter snow, tapi knp tiba tiba error ya, filter nya jadi ga muncul di muka, aku udh uninstall terus download lagi tapi tetep aja gabisa dipake filternya tolong dong diperbaiki snow nyaa 🙏🏻🙏🏻",Negative
Jaringan lelet <PROVIDER_NAME>,negative
Aplikasi nya bagus tapi knapa kalau mau pake filter nya ada tulisan filter ini tidak bisa di gunakan dan kadang kadang ngeleg padahal jaringan di hp saya ful tolong kalau bisa di perbaiki lagi apli ny,Negative
Wahh asik nih vocalgrup #HitamPutih... thanks @TRANS7,positive
<PROVIDER_NAME> <PROVIDER_NAME> kangen nih dapat kiriman pos marchandes nya <PROVIDER_NAME> langsung dari pak pos nya ,positive
"Yah namanya juga manusia, suka khilaf. Yang paling disayang A...yang diajak buat komitment B, paling ujung-ujungnya nyesel. #AhokDjarot",negative
"Liat pemimpin2 yg islami, cerdas, teladan #matanajwametrotv",positive
"tidak direkomendasikan, baru coba paket <PROVIDER_NAME> mingguan, tes pakai twitter 30menit pulsa terus berkurang, langsung unreg. <PROVIDER_NAME>",negative
Maju terus AHY-Silvy dan Anies-Sandi BerSATU bersama menangkan pilkada DKI #pilihpemimpinmuslim #Debat2PilkadaDKI,positive
"waktu awal sandi muncul sbg cawagub di metro tv dlm acara mata najwa, pak sandi sdh berbohong....",negative
ril cuk masa barusan banget ladenin org tiktok GUWA DISURUH DEBAT sama gibran? ngapain? stress gwa liat balesannya,Negative
"ganteng, mapan, jabatan oke, prestasi dia punya seabrek.",Positive
Alhamdulillah tidak ada masalah kompatibilitas,positif
tulisan sama orangnya sama2 lucu 😩😭🤏,Positive
"<PROVIDER_NAME> parah, cuma bisa di 3G <PROVIDER_NAME> <PROVIDER_NAME>",negative
"Materialnya berkualitas tinggi, terasa awet dan tahan lama.",positif
"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",negative
Naruto adalah film paling bodoh ke-8 haha #faktanya #quote,negative
"waaaahhh suka banget sama aplikasi ini, bener-bener membantu meningkatkan kemampuan berbahasa ku. kalian bisa memilih bahasa apapun sesuai dengan keinginan kalian. Bisa lebih dari 1 bahasa yang ingin kalian pelajari. yuuuk tingkatkan kemampuan berbahasa kalian dengan download aplikasi ini.",Positive
"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",negative
"gue adalah orang yg jarang bgt nntn film indonesia..krn tiap nntn, gue slalu kecewa sama pembuatan film yg mnrt gue ga totalitas",negative
" <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",negative
"Ga ad obat si ini... 
Asli Top... 
Pengiriman cepat, packing rapih... dan yg paling penting kualitas barang nya ga maen²... Real, sesuai deskripsi... 
respon penjual jga... ",Positive
"Dasar plagiat semuanya, ga bisa kreatip.memalukab bgt",negative
"Doain daerah sendiri dulu aja, GUB nya bagaimana <FOLDED HANDS> Aa Gym Kritik Syukuran Anies-Sandi Usai Menang di Pilkada DKI https://today.line.me/",positive
"Jual baju bekas AHY, baru 3 bulan, PM for info #PilkadaDKI @AgusYudhoyono",negative
"Laki-laki yang beneran berjuang unt anak istri, membahagiakan istri insyaallah di dunia mendapat rejeki yg ga disangka-sangka di akherat akan ada surga kelak amiin",positive
"Bagus, tetapi disaya kadang tidak ada filternya ( hilang saat hasil ) pas foto masih ada tapi saat hasil tidak ada, tolong banget yang bikin perbaiki bugnya, saya jadi ga bisa foto tolong banget filternya bagus sekali soalnya......... Jadi tolong perbaiki punya saya tolong bnget yang bikin snow",Negative
"Muka nya Xaviera ini muka2 wardah ya 😍 jadi buat model hijab, skincare macam wardah tuh cocok bgt 😍",Positive
emng anjing si pengasuhnya kalo aku jadi mama nya Uda aku balik gebukin goblok bgt jadi manusia manusia yg kaya gini tuh mending dihukum mati aja sekalian,Negative
Bagussss bangettt ❤❤,Positive
#Pesta #Kembang dan #Lemper #Ayam http://obsessionnews.com #Ahok #AhokDjarot #Anies #AniesSandi #AniesSandiGubernurKita #PilkadaDKI #Jakarta,negative
Sayangnya tidak ada yang bisa dikritik dari segi kualitas,positif
 <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,positive
"Dengan ajaib kuota hilang, usage diberikan bahkan bukti penggunaan tidak melebihi batas. <URL>",negative
"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÖ",positive
Ini enak banget di dengarr pliss..love uu kak 🤍,Positive
topengnya nyeremin anjj,Negative
Satu satunya film indonesia yg gue tunggu bgt buat di tonton. Setelah liat filmnya lgsg gagal moveon. Pgn nnton lagiii #CriticalEleven,positive
Tetap semngat pak martddy slamat bertugas 👍💪🤔🥰🥰🥰,Positive
"Hitam putih bego, haruka diundang bentar biar pd liat younglex, udah gt malah dihina, Bego",negative
Film king Arthur ini film paling jelek dari seluruh cerita King Arthur ,negative
"Kekuatan partai2 di Jatim mei 2017, paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun..",negative
lagu yang cocok sama aku yang lagi falling in love 💗😋,Positive
Pendukung #AHY sulit melupakan bully2 seperti ini,negative
"Yang lucunya di Pilkada DKI adalah Ahok-Djarot yang kalah, justru mendapatkan Simpati dari Masyarakat dibandingkan kemenangan Anies-Sandi",negative
Pilihanku <OK HAND> <OK HAND> <OK HAND> #pilkadaputarankedua #pilkadadki #pilkadadki2017 https://www.instagram.com/p/BTDfaWKANlH/,positive
Ini film yang bilang bagus...Kelompoknya doang. Yang kasih penghargaan juga dia2 aj. waktu nonton ternyata jelek.,negative
"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",negative
"Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT8t9c9jQlx/",positive
"Bacot lu, kemaren gw aja gak komen baju lu noh pas body",Negative
Najwa pergi kau dr Nusantara. Kau dah lama kali nebeng jd warga asli Nusantara ,Negative
"Salut sekali Banting tulang demi menghidupi keluarga.yg duduk di bangku empuk,pakai AC Malah merampok.yg milih rakyat jelata lagi",positive
"Sebaiknya saat pengiriman, tas tidak di lipat. Akhirnya jadi berbekas dan tidak tampak bagus.",Positive
lucu bgt bojack yang ini,Positive
badan kurus pala gede,Negative
Jangan lupa pilih paslon no. 1 #AgusSilvy #ForRI1 https://twitter.com/Ruchan_JKT48/status/830605267070902274,positive
"Pak @SBYudhoyono jangan biarkan pengorbanan dan perjuangan #AHY , Kita #Lawan Rezim Koplak ini ! #nunggu komando.  <Fire>  <Fire>",negative
"sip, keren. debat ala mata najwa lebih keren daripada ala kpud yg sdh diatur utk lbh jaim",positive
Beruntung tidak perlu training yang ribet,positif
IH SUMPAH INI AU NYA BAGUS BANGETTT. Berhasil bikin aku nangis kejer abis sahur. Kak aksa kamu keren banget bisa bikin cerita ini hidup,Positive
"aplikasi duolingo ini sangatlah best because mereka menuntun saya untuk belajar bahasa inggris yang dimana setiap harinya kita di wajibkan untuk belajar setidaknya menyelesaikan satu pembelajaran,saya bangun tidur sekarang langsung buka aplikasinya,dulu saya gatau ada aplikasi ini tapi semenjak teman saya memberitahukan saya tau aplikasi ini and yup i like the duolingo..and i need banyak hati itu aja.. DUOLINGO BANYAKIN LAGI HATINYA YAA",Positive
Baru liat ini bagus banget ❤ suaranyaaaa yaallah  mo annagis😊,Positive
"Gk nysel aku bg, uda ntn vlog mu yang the guys dri awal smpe akhir, dan akhrnya terbayarkan sama film mu bang kern kli @radityadika seriusan",positive
@ArainsanR @fadlizon @AhyFansclub @AniesSandiNo3 @Gerindra @PDemokrat SIAP RAPATKAN BARISAN SEMUA! SATU KOMANDO #agussilvy,positive
"Banyak yang bilang, film ini jelek. Daur ulang yang gagal. Di imdb dan ratattote aja ratingnya anjlok. Tp menurutku, aku suka sama film ini",negative
Lagu bagus sih ini,Positive
"garansi nya global kak, refurbish, garansi bank #okeoce 3hari kalau cacat produksi boleh tukar (jadi ingin berkata kasar)",negative
"gawat anjirrr, fyp exo ku sudah digantikan oleh baek sa eon",Negative
" <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",negative
 <USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,negative
"ini apk yg paling bagus kalo aku bilang , soalnya efeknya canti - canti banget , tapi sekarang dia suka ngebug , kadang filternya engga muncul , kadang ngeleg , aku uda 3x uninstall apk ini , sampai - sampaii aku nangis karena kesabaran aku serasa diuji bangett , maaf banget ini bisa diperbaiki engga ? soalny sayang banget apk sebagus ini masa ngebug gini nanti ga ada orang yg download lgi , padahall ini bagus bangettttt.",Negative
Revoke her Scholarship!,Negative
Suara #ahy bakal direbuntukan. Apakah pak @basuki_btp mau melanjuntukan program yang di usung pak @AgusYudhoyono sepertinya tidak .  <Expressionless Face>,negative
 <USERNAME> main main lah ke jawa timur.. Biar ga begok!!,negative
"gaada alasan juga yg buat arhan bertahan sama dia anjir, lepas tinggal lepas hann",Negative
"Ahok-Djarot kalah dalam pilkada, tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI",positive
"aplikasi nya bagus, memudahkan yang ingin belajar bahasa lain tanpa harus mengeluarkan biaya hanya perlu kuota thank you duolingo karna udh jadi tempat bagi kami untuk belajar bahasa-bahasa lain selain bahasa internasional negara kami🙏❤️",Positive
"saya memakai filter sangat bagus dan perfect, karena cocok filter nya di muka saya,tpi menurut saya ada sedikit kesalahan pas saya kadang² makai filter suka bug sendiri langsung keluar dari snow padahal jaringan saya lancar, mungkin nanti bisa diperbaiki, saya suka dengan snow aplikasi nya bagus bisa buat foto foto, dan filter nya juga lumayan",Negative
Jangan di bakarin dong pak andy @KickAndyShow #kickandymetrot,negative
Ahok 100% masuk akal Anies 100% manis-manis bullshit #DebatPilkadaDKI #okeoce #TeamAnies #TeamAhok,negative
sedang nongkrong tiba2 didatangi timses paslon 3 #OkeOce  <OK HAND>,positive
Kok masih dibahas? Ini sudah di-counter di situs anti HOAX tim #AniesSandi,positive
"Tempat duduknya tidak nyaman, punggung jadi pegal setelah lama duduk.",negatif
Ukurannya tidak sesuai dengan ukuran chart yang diberikan.,negatif
<PROVIDER_NAME> Koneksi 4G rasa GPRS <PROVIDER_NAME> ,negative
@MarissaAnita kamu gunakan sebutan EKSTRIMIS kepada tim #AniesSandi itu persis sama dengan PENJAJAH BELANDA perang melawan mereka!,negative
Bagus suaranya...orangnya juga imut bgt...aura bintangnya bener2 ada,Positive
#AHY dukung #HariSantriNasional ,positive
Kita gembira atas bunga2 buat #AhokDjarot kaga juga bahas2 soal A&S tapi kenapa yang benci tetep fokus sama #Badja yaaa? Perhatian kalian,negative
Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,positive
Mata Najwa memang paling keren Mantap,positive
gua lagi berak anj,Negative
*ganti* paket <PROVIDER_NAME>  5Gb langsung lancar dan #TransaksiNormal,positive
@aniesbaswedan memang #pantasDipecat karena bikin masyarakat tambah bego #okeoce #salambersama #dp0 #GubernurGu3 https://twitter.com,negative
Pengiriman cepat. Model keren. Sy beli banyak untuk hadiah di kantor,Positive
"Aku kira diganti pulsaku. udah komplain sana sini, kok cuma php, <PROVIDER_NAME>",negative
Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>,negative
"Cantiik, senyumnya mirip Maudy Kusnaedi",positive
Sayangnya tidak ada cacat yang terlihat,positif
Senjata makan tuan aka karma @Beritasatu: #PopulerB1 2: Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY <FACE WITH STUCK-OUT TOUNGES>,negative
Akun @CangHaris akun provokator & bukan bagian dari timses #AniesSandi. Timeline @CangHaris lebih mencirikan akun Ahokers. Waspadalah!,negative
Koneksi <PROVIDER_NAME> di daerah #sawojajar kota #malang seminggu ini lemot parah ? lagi gangguan kah? <PROVIDER_NAME>Care <PROVIDER_NAME>,negative
"Jancok asu sumpah kesel banget cook.... Aku nggak pernah minta dilahirkan bangsat! Kalau bisa milih mending nggak usah lahir Cok! Ayah tukang selingkuh, judol. Capek sumpah.",Negative
"tp gua bukan buzzer anjir, tp emang mau nntn smpe gajadi",Negative
"sangat banyak ilmu yang bisa kita serap di #ILCTVONE semalam, menyejukan",positive
Bangsat kalilah orang ini aparatur negara kok ngga taat hukum,Negative
Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,negative
"Di penutup, Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?",negative
#KawalC6CoblosNo2 kawal #AhokDjarot #Putaran2Menang <Victory Hand> <Victory Hand>,positive
Jiwa besarnya teladan bagi kita semua... <Oncoming Fist>  <Oncoming Fist>  <Face Blowing a Kiss>,positive
Yuk pakai <PROVIDER_NAME> Rp1 gratis 1GB,positive
"film di indonesia emang keren banget, banyak yang bikin terharu",Positive
anies sandi menang pilkada dki #terimakasihFPI,negative
kak spill higliternya dan makeup yang lainnya dong bagus soalnya hihi,Positive
"nyentuh hati banget,, semangat terus berkarya nya yaa kak geb!! ❤",Positive
"Desainnya sederhana, tapi justru itu yang membuatnya terlihat elegan.",positif
Marilah Kemari (@ahokdjarot  <Victory Hand> <Victory Hand>  disini) cover by Citra & Alain #ahokdjarot #basukidjarot @temanAhok @AhokShow,positive
"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",negative
jaringan <PROVIDER_NAME> flash untuk daerah aceh singkil kok gak stabil <PROVIDER_NAME>,negative
<PROVIDER_NAME> kamu kenapa sinyalnya php <PROVIDER_NAME>,negative
"Cewek gatau diri nih, ngerebut pacar org. Udh mana punya abang yg ngedukung sifat jeleknya lg. Ckck",negative
"Bertahun tahun pakai <PROVIDER_NAME>. Masa aktif sampai 2018 karena seringnya ""bayar"" untuk dapat pelayanan yang memuaskan",negative
"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",negative
Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF  #seruji #fokus #pilkadadki2017,negative
Pihak polisi kasihan jadi terlihat sangat bodoh berhadapan dengan argumentasi hukum dan pakar IT #IlcTvOne,negative
Nonton Film The Guys. Filmnya ngakak Abis ada sedihnya juga film dengan paket yg komplit hehehehe Sukses terus @radityadika,positive
kamu kira aku engga jadi tadi aku sama sodara aku liat terus doarrrrr kaget cokkkk,Negative
Kirim ke aku saja Kaosnya... #AHY sejati <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,negative
" <USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",negative
Alhamdulillah tidak ada issue dengan deployment,positif
make bihun bjirrr,Negative
"AHY siap siap jadi vocalis BAND rock yaaaa, lompat lompat mulu bang kerjaannya #PilkadaDKI #QuickCount",negative
LO EMANG GAJELAS ANJ BISA”NYA LINK SHOPEE PAKE DEAR L. GILA LO GADA OTAK BABIII,Negative
Semoga pemilih #AHY di putaran 1 di Kebon Kacang dan Kp. Bali beralih ke Anies-Sandi. #JakartaCoblos3,positive
 <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,negative
Yang di tunggu bukan tvshow tapi INDONESIA LAWYERS CLUB. TVshow tidak cocok dengan karakter siaran tvone!,negative
Keren #AHY,positive
" <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",negative
Terima kasih <PROVIDER_NAME> !! <PROVIDER_NAME>,positive
Bahagianya Masuk Tv bersama Kawan #kickandy @ Kick Andy… https://www.instagram.com/p/BTGua2KhkXQ/,positive
Sandiaga: Bangun Rumah DP 0% Lebih Simpel Dibanding Tol Cipali #AniesSandiJawaraJakarta #GubernurGu3 #OkeOce #DP0%,positive
"AHY nyungsep , orang bapaknya aja menyarankan coblos no 2 <Smiling Face With Open Mouth & Smiling Eyes> #PilkadaDKI",negative
"Prosesnya kelihatan rumit, tapi ternyata panduannya sangat mudah diikuti.",positif
Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,negative
cantikkkkk bangettttt plisssssssss🥺,Positive
Org tua goblok,Negative
cocok buat bibir kering,Positive
Indonesia2. Bahkan kita dididik untuk menjadi rusak.. #kickandymetrotv,negative
karena ga respect kelakuan si dian sastro ...film itu jadi hambar.... ga bermutu...!!! ,negative
ANJING ITU YANG MASIH BAHAS SI SEKOP SEKOP ITU BISA STOP GA LUHK BABIK????? MAU SE SAVAGE APAPUN UJUNG2NYA LU SEMUA BAKALAN BLUNDER BANGSAT BANGTAN LAGI YANG KENA. UDAH LU FOKUS AJA GOBLOK BIARIN KEK ITU ORANG MAU JOGET SMPE RUBUHIN TENDA HAJAT KAGAK USAH LU SENGGAL LAGI,Negative
Tidak masuk MURI? Mungkin bisa diusulkan masuk @gwr #AhokDjarot #badja #indonesiahebat,negative
"yang buat polling mbak, kami terbuka pemilih #AHY secara pribadi untuk bergabung, karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>",positive
Mendapat surga itu tidak semudah tinggal nyoblos #AniesSandi #justsaying,negative
Kartini... pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati @Hanungbramantyo,positive
Pertama kalinya liat video dek lana muncul d beranda. Aku langsung jatuh cinta😍 spontan sholawatin biar punya anak secerdas kamuuuu. Hepiw selau lanaaaa🥰,Positive
Dengan jaringan 4G super cepat dari <PROVIDER_NAME> smartphone kamu terus terkoneksi dan bisa pantau aktivitas di sosial media :,positive
"film jelek, jelas. Ga ada isinya. ",negative
Anies Merasa Sudah Menang TKO atas Ahok #PilkadaDKI2017,positive
"Bikin Macet, Warga Kelapa Gading Harap Proyek Tidak Mangkrak https://goo.gl/nlm8Xl  #AniesSandi #KelapaGading",negative
"okelaah, mumpung diskon. lumayun buat dirumah. bikin bini jadi gemez",Positive
"bagus banget, minusnya gaada dan super seru, gak kaya game belajat lainnya, ini top up hati bisa sambil belajar !! bagus sih aku suka banget, duolingi juga bisa belajar berbagai bahasa, ounya streak harian and widget streak bikin aku semangat belajar !! pokoknya perfect deh, bisa belajar sambil main game dan pembelajarannya gak cuma 1 topik aja, setiap hari hatinya keisi full, setial pembelajaran juga kesalahannya bisa dibenerin !! bintang lima banget deh !!!!",Positive
bacot njir!,Negative
"KPU Sudah Umumkan Hasil Pilkada DKI, Anies-Sandi Tetap Menang, Karangan Bunga Gak Ngaruh <Cat Face With Tears of Joy> https://goo.gl/fb/ASihdv",positive
"Habis update malah ngebug gambarnya ga gerak jadi mengurangi pengalaman belajar,udah hapus penyimpanan berkali kali dicoba lagi tetep gambarnya pada nge bug gamau gerak sumpah gaenak bgt habis update",Negative
"suka, gak bikin bibir kering. apalagi kalau sering diruangan berAC.",Positive
Syukurlah tidak ada masalah dengan battery life,positif
"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",negative
Lucu bgt adek tomato-ji,Positive
heuuy jabrik lo anj,Negative
"<PROVIDER_NAME> Nelpon lebih murah pake JS, kurang dari Rp1/detik. <PROVIDER_NAME> <PRODUCT_NAME> <PRODUCT_NAME>",positive
 <USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,negative
"Suaranya pecah-pecah, kualitas audionya sangat buruk.",negatif
Tolol gue abis maki2 ggr eps 7 b banget ky slow bgt ternyata gua di bantai di eps 8 anjingg MENYALAAAAAA HYUN WOO gblk bgt anjing kakek kakek tolol anjing semua gara2 dia mampus dia yg rintis dia jg yg ngancurin goblok tolol anjing monyet,Negative
#Setia HinggAHY akhir #Harapan #MasaDepanBangsa @PDemokrat @SBYudhoyono @hincapandjaitan @ranabaja @hariswijaya1975 @Edhie_Baskoro,positive
"cantikkk banget hasil maskaranyaa sukaaaa, love you bnb 😍",Positive
"Sumpah bagus bgt,,,harus booming sih ini🎉",Positive
"WalauPun kau kalah,Kami tetap bangga sekali padamu #AHY,JalanMu masih panjang,Kesuksesan yang lebih baik menantimu Disaat yang tepat.",positive
paketnya cepat sampai. packing aman dan warnanya sukaaa,Positive
Developer tolong untuk aplikasi nya saya ingin memakai filter terapi tidak bisa dan ada beberapa bug contohnya : seperti keluar keluar sendiri dan masih ada banyak lagi teruntuk developer ny tolong ya,Negative
"macem2 ya keramaian pilkada dki. ada yang potong nenen, ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017",positive
"Menit ke 1:51 sedih banget huhuhu... IBU itu sama bapaknya nangis, #AhokDjarot #savejakarta",negative
makin ok saja hitam putih... mau donk di undang.....,positive
"Rejim gorong"" hanya pandai cari utangan",Negative
Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,negative
barang sesuai dan pelayanan cepat 👍,Positive
cantik alami tanpa perlu bedak tebel dan gaya bak tante2,positive
"Layar sentuhnya sangat responsif dan smooth, tidak ada lag sama sekali.",positif
Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak,positive
mba raissa dalem bgt meluknya,Positive
Tandatangan petisi Stop Hoax dan Fitnah serta mendukung gerakan Kebebasan Pers tanpa Hoax dan fitnah. #AHY #Demokrat #demokratbersamarakyat,positive
Tapi ga sewajarnya menyebut orang lain sebagai pemakan bangkai atau SDM rendah karena hal tersebut menandakan kesombongan cmiiw. tidak ada manusia yang sempurna. semangat ikhtiar memperbaiki diri,Negative
Menyala wapres kosong jalur haram hasil pelanggaran konstitusi!!,Negative
"Maaf, ini kenapa ya? Padahal jaringan bagus, pake wifi juga bagus jaringannya, tapi filternya error gabisa dipakai, gimana dong? Tolong diperbaiki.. soalnya kalo foto udh sering pake ini.. masa tiba2 gabisa dipake sih..",Negative
CARA GILA MENDAKI GUNUNG #KickAndy Luar Biasa Mantap Jiwa,positive
<PROVIDER_NAME> tarif mahal dengan sinyal parah.,negative
Setelah menunggu sekian lama. Akhirnya @yukikatou2 nongol juga di HITAM PUTIH TRANS7,positive
"Untuk pengalaman menggunakan aplikasi ini dalam hal belajar bhs. Inggris, menurut saya sangat baik, sangat cocok untuk anda yg ingin belajar bhs. Inggris terutama dari paling dasar bahkan bagi yg ahli. Mengapa demikian? 1. Aplikasi ini memiliki tampilan aplikasi yg menarik dengan desain""nya yg membuat nyaman 2.Memiliki ilustrasi objek yg menarik, cocok untuk pemula agar lebih mudah memahami kosa kata dan kalimat bhs. Inggris 3.Adanya sistem runtutan hari, rank untuk meningkatkan semangat belajar",Positive
Kemenangan Anis Sandi  <OK HAND> Adalah Kemenangan AHY Silvy dan Kaum Pribumi <HUGGING FACE> <HUGGING FACE>,positive
modelnya keren dan unik,Positive
Saya percaya usaha kita tak sia-sia. Teruslah mengemban amanat untuk Jakarta dan warganya. #PANbekerja #AmanatNasional #AniesSandi,positive
